cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength,,,min,max,,,std_fineagg,std_age
150.7,0,185.3,166.7,15.6,1074.5,678,28,13.46,,,,,,,0.210737582,0.074175824
218.9,0,124.1,158.5,11.3,1078.7,794.9,28,30.22,,,,,,,0.504014049,0.074175824
233.8,0,94.6,197.9,4.6,947,852.2,14,22.14,,,,,,,0.647767185,0.035714286
249.1,0,98.8,158.1,12.8,987.8,889,100,51.06,,,,,,,0.740090316,0.271978022
339,0,0,185,0,1069,754,28,31.84,,,,,,,0.401404917,0.074175824
505,0,60,195,0,1030,630,28,64.02,,,,,,,0.090316106,0.074175824
230,0,118.3,195.5,4.6,1029.4,758.6,56,31.54,,,,,,,0.412945309,0.151098901
374,189.2,0,170.1,10.1,926.1,756.7,3,34.4,,,,,,,0.408178625,0.005494505
139.6,209.4,0,192,0,1047,806.9,360,44.7,,,,,,,0.534119418,0.986263736
148.1,0,136.6,158.1,16.1,1001.8,830.1,28,17.96,,,,,,,0.592323131,0.074175824
190.3,0,125.2,161.9,9.9,1088.1,802.6,100,40.39,,,,,,,0.523331661,0.271978022
376,0,0,214.6,0,1003.5,762.4,14,25.62,,,,,,,0.422478675,0.035714286
251.4,0,118.3,188.5,6.4,1028.4,757.7,28,32.66,,,,,,,0.410687406,0.074175824
157,236,0,192,0,935.4,781.2,7,16.89,,,,,,,0.469643753,0.016483516
304,76,0,228,0,932,670,28,47.81,,,,,,,0.190667336,0.074175824
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,,,,,,,0.38283994,0.035714286
304,140,0,214,6,895,722,28,33.42,,,,,,,0.321123934,0.074175824
182,45.2,122,170.2,8.2,1059.4,780.7,3,7.32,,,,,,,0.468389363,0.005494505
252,0,0,185,0,1111,784,28,19.69,,,,,,,0.476668339,0.074175824
323.7,282.8,0,183.8,10.3,942.7,659.9,3,28.3,,,,,,,0.16532865,0.005494505
350,0,0,203,0,974,775,90,31.35,,,,,,,0.454089313,0.244505495
213.5,0,174.2,159.2,11.7,1043.6,771.9,100,52.96,,,,,,,0.446312092,0.271978022
286.3,200.9,0,144.7,11.2,1004.6,803.7,91,76.8,,,,,,,0.52609132,0.247252747
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87,,,,,,,0.530105369,0.074175824
236,157,0,192,0,972.6,749.1,90,47.78,,,,,,,0.389111892,0.244505495
213.7,0,174.7,154.8,10.2,1053.5,776.4,14,33.73,,,,,,,0.457601606,0.035714286
181.4,0,167,169.6,7.6,1055.6,777.8,100,45.37,,,,,,,0.461113899,0.271978022
249.1,0,98.8,158.1,12.8,987.8,889,56,42.03,,,,,,,0.740090316,0.151098901
193.5,290.2,0,185.7,0,998.2,704.3,28,32.63,,,,,,,0.276718515,0.074175824
194.7,0,100.5,170.2,7.5,998,901.8,28,37.27,,,,,,,0.772202709,0.074175824
289,134,0,195,6,924,760,28,46.24,,,,,,,0.416457602,0.074175824
298,137,107,201,6,878,655,28,53.52,,,,,,,0.153035625,0.074175824
192,288,0,192,0,929.8,716.1,90,50.73,,,,,,,0.306322127,0.244505495
213.5,0,174.2,159.2,11.7,1043.6,771.9,56,51.26,,,,,,,0.446312092,0.151098901
190,190,0,228,0,932,670,28,40.86,,,,,,,0.190667336,0.074175824
173,116,0,192,0,946.8,856.8,90,32.1,,,,,,,0.659307577,0.244505495
213.5,0,174.2,154.6,11.7,1052.3,775.5,3,17.37,,,,,,,0.455343703,0.005494505
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,,,,,,,0.38283994,0.074175824
284,120,0,168,7,970,794,28,40.93,,,,,,,0.501756147,0.074175824
135.7,203.5,0,185.7,0,1076.2,759.3,7,7.51,,,,,,,0.414701455,0.016483516
246.8,0,125.1,143.3,12,1086.8,800.9,28,52.5,,,,,,,0.519066734,0.074175824
136,162,126,172,10,923,764,28,29.07,,,,,,,0.426492725,0.074175824
139.6,209.4,0,192,0,1047,806.9,3,8.06,,,,,,,0.534119418,0.005494505
250,0,95.7,187.4,5.5,956.9,861.2,14,24.92,,,,,,,0.670346212,0.035714286
475,0,0,228,0,932,594,180,42.62,,,,,,,0,0.491758242
149,139,109,193,6,892,780,28,23.69,,,,,,,0.466633216,0.074175824
277,0,0,191,0,968,856,360,33.7,,,,,,,0.657300552,0.986263736
225,0,0,181,0,1113,833,7,11.17,,,,,,,0.599598595,0.016483516
289,133.7,0,194.9,5.5,924.1,760.1,28,46.25,,,,,,,0.41670848,0.074175824
480,0,0,192,0,936.2,712.2,90,54.32,,,,,,,0.296537883,0.244505495
153,102,0,192,0,888,943.1,90,26.32,,,,,,,0.875815354,0.244505495
231.8,0,121.6,174,6.7,1056.4,778.5,56,42.7,,,,,,,0.462870045,0.151098901
225,0,0,181,0,1113,833,28,17.34,,,,,,,0.599598595,0.074175824
190.3,0,125.2,166.6,9.9,1079,798.9,14,19.42,,,,,,,0.514049172,0.035714286
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,,,,,,,0.658304064,0.074175824
266,114,0,228,0,932,670,180,48.7,,,,,,,0.190667336,0.491758242
212.5,0,100.4,159.3,8.7,1007.8,903.6,28,31.64,,,,,,,0.776718515,0.074175824
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,,,,,,,0.658304064,0.151098901
388.6,97.1,0,157.9,12.1,852.1,925.7,28,50.7,,,,,,,0.832162569,0.074175824
277,0,0,191,0,968,856,28,25.97,,,,,,,0.657300552,0.074175824
141.3,212,0,203.5,0,971.8,748.5,3,4.83,,,,,,,0.387606623,0.005494505
339,0,0,197,0,968,781,90,35.17,,,,,,,0.469141997,0.244505495
289,0,0,192,0,913.2,895.3,90,32.07,,,,,,,0.755895635,0.244505495
154.8,0,142.8,193.3,9.1,877.2,867.7,28,9.74,,,,,,,0.686653287,0.074175824
480,0,0,192,0,936,721,28,43.89,,,,,,,0.318615153,0.074175824
198.6,132.4,0,192,0,978.4,825.5,28,28.02,,,,,,,0.58078274,0.074175824
194.7,0,100.5,165.6,7.5,1006.4,905.9,28,25.72,,,,,,,0.78248871,0.074175824
349,0,0,192,0,1056,809,7,9.01,,,,,,,0.539387858,0.016483516
366,187,0,191,7,824,757,28,65.91,,,,,,,0.408931259,0.074175824
236,0,0,194,0,968,885,90,21.95,,,,,,,0.730055193,0.244505495
305.3,203.5,0,203.5,0,965.4,631,28,43.38,,,,,,,0.092824887,0.074175824
213.8,98.1,24.5,181.7,6.7,1066,785.5,56,47.13,,,,,,,0.48043151,0.151098901
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,,,,,,,0.498494732,0.035714286
238.2,158.8,0,185.7,0,1040.6,734.3,7,15.69,,,,,,,0.351981937,0.016483516
159,187,0,176,11,990,789,28,32.76,,,,,,,0.489212243,0.074175824
102,153,0,192,0,887,942,90,25.46,,,,,,,0.873055695,0.244505495
170.3,155.5,0,185.7,0,1026.6,724.3,7,10.73,,,,,,,0.326894129,0.016483516
425,106.3,0,153.5,16.5,852.1,887.1,7,49.2,,,,,,,0.735323633,0.016483516
342,38,0,228,0,932,670,365,56.14,,,,,,,0.190667336,1
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,,,,,,,0.500501756,0.005494505
330.5,169.6,0,194.9,8.1,811,802.3,28,56.62,,,,,,,0.522579027,0.074175824
318.8,212.5,0,155.7,14.3,852.1,880.4,28,55.5,,,,,,,0.718514802,0.074175824
304.8,0,99.6,196,9.8,959.4,705.2,28,30.12,,,,,,,0.278976417,0.074175824
266,112,87,178,10,910,745,28,39.42,,,,,,,0.378825891,0.074175824
165,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,,,,,,,0.38283994,0.035714286
362.6,189,0,164.9,11.6,944.7,755.8,3,35.3,,,,,,,0.405920723,0.005494505
139.6,209.4,0,192,0,1047,806.9,90,39.36,,,,,,,0.534119418,0.244505495
150,237,0,174,12,1069,675,28,37.43,,,,,,,0.203211239,0.074175824
310,142.8,0,167.9,10,914.3,804,28,45.3,,,,,,,0.526843954,0.074175824
148,0,182,181,15,839,884,28,15.52,,,,,,,0.727546412,0.074175824
203.5,305.3,0,203.5,0,963.4,630,28,41.68,,,,,,,0.090316106,0.074175824
212,0,124.8,159,7.8,1085.4,799.5,14,31.35,,,,,,,0.515554441,0.035714286
102,153,0,192,0,887,942,3,4.57,,,,,,,0.873055695,0.005494505
305.3,203.5,0,203.5,0,965.4,631,90,54.6,,,,,,,0.092824887,0.244505495
183.9,122.6,0,203.5,0,959.2,800,28,24.05,,,,,,,0.516808831,0.074175824
296,0,107,221,11,819,778,28,31.42,,,,,,,0.461615655,0.074175824
275.1,0,121.4,159.5,9.9,1053.6,777.5,100,58.61,,,,,,,0.460361264,0.271978022
424,22,132,178,8.5,822,750,56,65.7,,,,,,,0.391369794,0.151098901
166.1,0,163.3,176.5,4.5,1058.6,780.1,3,10.76,,,,,,,0.466884094,0.005494505
297.8,137.2,106.9,201.3,6,878.4,655.3,28,53.52,,,,,,,0.153788259,0.074175824
321.3,164.2,0,190.5,4.6,870,774,28,57.22,,,,,,,0.451580532,0.074175824
333,0,0,192,0,931.2,842.6,90,41.68,,,,,,,0.62368289,0.244505495
102,153,0,192,0,887,942,28,17.28,,,,,,,0.873055695,0.074175824
388.6,97.1,0,157.9,12.1,852.1,925.7,91,57.6,,,,,,,0.832162569,0.247252747
480,0,0,192,0,936,721,90,54.28,,,,,,,0.318615153,0.244505495
362.6,189,0,164.9,11.6,944.7,755.8,3,35.3,,,,,,,0.405920723,0.005494505
134.7,0,165.7,180.2,10,961,804.9,28,13.29,,,,,,,0.529101856,0.074175824
250,0,95.7,187.4,5.5,956.9,861.2,3,13.82,,,,,,,0.670346212,0.005494505
284,15,141,179,5.5,842,801,56,44.52,,,,,,,0.519317612,0.151098901
393,0,0,192,0,940.6,785.6,7,27.74,,,,,,,0.480682388,0.016483516
475,118.8,0,181.1,8.9,852.1,781.5,91,74.19,,,,,,,0.470396387,0.247252747
212.5,0,100.4,159.3,8.7,1007.8,903.6,100,42.92,,,,,,,0.776718515,0.271978022
251.4,0,118.3,188.5,5.8,1028.4,757.7,3,17.22,,,,,,,0.410687406,0.005494505
275.1,0,121.4,159.5,9.9,1053.6,777.5,28,51.33,,,,,,,0.460361264,0.074175824
166.8,250.2,0,203.5,0,975.6,692.6,3,6.9,,,,,,,0.24736578,0.005494505
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,,,,,,,0.38283994,0.005494505
374,189.2,0,170.1,10.1,926.1,756.7,28,61.09,,,,,,,0.408178625,0.074175824
168,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24,,,,,,,0.466884094,0.074175824
425,106.3,0,153.5,16.5,852.1,887.1,28,60.29,,,,,,,0.735323633,0.074175824
331,0,0,192,0,1025,821,120,39.38,,,,,,,0.569493226,0.326923077
525,0,0,189,0,1125,613,14,48.4,,,,,,,0.047666834,0.035714286
446,24,79,162,10.3,967,712,28,53.39,,,,,,,0.296036126,0.074175824
300,0,120,212,10,878,728,28,23.84,,,,,,,0.336176618,0.074175824
213.8,98.1,24.5,181.7,6.7,1066,785.5,14,17.84,,,,,,,0.48043151,0.035714286
255,0,0,192,0,889.8,945,3,8.2,,,,,,,0.880582037,0.005494505
275.1,0,121.4,159.5,9.9,1053.6,777.5,14,38.77,,,,,,,0.460361264,0.035714286
382.5,0,0,185.7,0,1047.8,739.3,28,37.44,,,,,,,0.36452584,0.074175824
359,19,141,154,10.9,942,801,7,35.75,,,,,,,0.519317612,0.016483516
190.3,0,125.2,166.6,9.9,1079,798.9,56,31.72,,,,,,,0.514049172,0.151098901
290.2,193.5,0,185.7,0,998.2,704.3,28,33.04,,,,,,,0.276718515,0.074175824
380,95,0,228,0,932,594,90,40.56,,,,,,,0,0.244505495
165,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,,,,,,,0.38283994,0.271978022
375,93.8,0,126.6,23.4,852.1,992.6,7,45.7,,,,,,,1,0.016483516
331,0,0,192,0,978,825,360,41.24,,,,,,,0.579528349,0.986263736
277,117,91,191,7,946,666,28,43.57,,,,,,,0.180632213,0.074175824
321,0,128,182,11,870,780,28,37.26,,,,,,,0.466633216,0.074175824
313.3,262.2,0,175.5,8.6,1046.9,611.8,56,64.9,,,,,,,0.044656297,0.151098901
522,0,0,146,0,896,896,28,74.99,,,,,,,0.757651781,0.074175824
446,24,79,162,11.6,967,712,56,56.14,,,,,,,0.296036126,0.151098901
339.2,0,0,185.7,0,1069.2,754.3,7,21.18,,,,,,,0.402157551,0.016483516
286.3,200.9,0,144.7,11.2,1004.6,803.7,7,38,,,,,,,0.52609132,0.016483516
288,192,0,192,0,932,717.8,90,50.53,,,,,,,0.310587055,0.244505495
212.6,0,100.4,159.4,10.4,1003.8,903.8,14,25.37,,,,,,,0.777220271,0.035714286
400,0,0,187,0,1025,745,28,43.7,,,,,,,,
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99,,,,,,,,
349,0,0,192,0,1047,806,28,32.72,,,,,,,,
334,17.6,158,189,15.3,967,633,28,44.33,,,,,,,,
168,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23,,,,,,,,
362.6,189,0,164.9,11.6,944.7,755.8,56,77.3,,,,,,,,
255.5,170.3,0,185.7,0,1026.6,724.3,28,32.05,,,,,,,,
427.5,47.5,0,228,0,932,594,365,43.7,,,,,,,,
439,177,0,186,11.1,884.9,707.9,3,39.3,,,,,,,,
261.9,110.5,86.1,195.4,5,895.2,732.6,28,33.72,,,,,,,,
252,0,0,185,0,1111,784,28,19.69,,,,,,,,
485,0,0,146,0,1120,800,28,71.99,,,,,,,,
194.7,0,100.5,165.6,7.5,1006.4,905.9,3,12.45,,,,,,,,
148,175,0,171,2,1000,828,28,26.92,,,,,,,,
288,192,0,192,0,932,717.8,28,38.8,,,,,,,,
359,19,141,154,10.9,942,801,56,66.78,,,,,,,,
356,0,142,193,11,801,778,28,40.87,,,,,,,,
382,0,0,186,0,1111,784,7,11.47,,,,,,,,
439,177,0,186,11.1,884.9,707.9,91,73.3,,,,,,,,
264.5,111,86.5,195.5,5.9,832.6,790.4,28,41.54,,,,,,,,
190.7,0,125.4,162.1,7.8,1090,804,14,21.06,,,,,,,,
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,,,,,,,,
317.9,0,126.5,209.7,5.7,860.5,736.6,28,40.06,,,,,,,,
288.4,121,0,177.4,7,907.9,829.5,28,42.14,,,,,,,,
425,106.3,0,153.5,16.5,852.1,887.1,91,65.2,,,,,,,,
359,19,141,154,10.9,942,801,3,25.12,,,,,,,,
237.5,237.5,0,228,0,932,594,365,39,,,,,,,,
133,200,0,192,0,927.4,839.2,28,27.87,,,,,,,,
427.5,47.5,0,228,0,932,594,28,37.43,,,,,,,,
162,207,172,216,10,822,638,28,39.84,,,,,,,,
251.8,0,99.9,146.1,12.4,1006,899.8,56,44.14,,,,,,,,
425,106.3,0,153.5,16.5,852.1,887.1,56,64.3,,,,,,,,
491,26,123,210,3.9,882,699,7,33.49,,,,,,,,
275,180,120,162,10.4,830,765,28,76.24,,,,,,,,
145.4,0,178.9,201.7,7.8,824,868.7,28,10.54,,,,,,,,
362.6,189,0,164.9,11.6,944.7,755.8,91,79.3,,,,,,,,
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,,,,,,,,
212.5,0,100.4,159.3,8.7,1007.8,903.6,3,13.54,,,,,,,,
218.9,0,124.1,158.5,11.3,1078.7,794.9,100,46.23,,,,,,,,
297.2,0,117.5,174.8,9.5,1022.8,753.5,14,36.99,,,,,,,,
333,0,0,192,0,931.2,842.6,28,31.97,,,,,,,,
280,129,100,172,9,825,805,28,52.82,,,,,,,,
178,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,,,,,,,,
339,0,0,185,0,1060,754,28,31.65,,,,,,,,
500,0,0,200,0,1125,613,1,12.64,,,,,,,,
362.6,189,0,164.9,11.6,944.7,755.8,7,22.9,,,,,,,,
375,93.8,0,126.6,23.4,852.1,992.6,3,29,,,,,,,,
382,0,0,185,0,1047,739,7,24,,,,,,,,
451,0,0,165,11.3,1030,745,28,78.8,,,,,,,,
251.8,0,99.9,146.1,12.4,1006,899.8,28,33.94,,,,,,,,
212,141.3,0,203.5,0,973.4,750,90,39.7,,,,,,,,
153,102,0,192,0,888,943.1,7,8.37,,,,,,,,
318.8,212.5,0,155.7,14.3,852.1,880.4,3,25.2,,,,,,,,
296,0,0,186,0,1090,769,28,25.18,,,,,,,,
313.8,0,112.6,169.9,10.1,925.3,782.9,28,38.46,,,,,,,,
164,0,200,181,13,849,846,28,15.09,,,,,,,,
297.2,0,117.5,174.8,9.5,1022.8,753.5,56,51.96,,,,,,,,
231.8,0,121.6,174,6.7,1056.4,778.5,3,15.44,,,,,,,,
203.5,305.3,0,203.5,0,963.4,630,7,19.54,,,,,,,,
425,106.3,0,153.5,16.5,852.1,887.1,56,64.3,,,,,,,,
310,143,111,168,22,914,651,28,33.69,,,,,,,,
349,0,0,192,0,1056,809,90,40.66,,,,,,,,
480,0,0,192,0,936,721,3,24.39,,,,,,,,
298.1,0,107.5,163.6,12.8,953.2,784,28,35.87,,,,,,,,
446,24,79,162,11.6,967,712,28,51.02,,,,,,,,
381.4,0,0,185.7,0,1104.6,784.3,7,14.54,,,,,,,,
475,0,0,162,9.5,1044,662,28,58.52,,,,,,,,
362.6,189,0,164.9,11.6,944.7,755.8,28,71.3,,,,,,,,
500,0,0,200,0,1125,613,3,26.06,,,,,,,,
425,106.3,0,153.5,16.5,852.1,887.1,91,65.2,,,,,,,,
261,100,78,201,9,864,761,28,32.4,,,,,,,,
359,19,141,154,10.9,942,801,56,68.75,,,,,,,,
237.5,237.5,0,228,0,932,594,90,33.12,,,,,,,,
393,0,0,192,0,940.6,785.6,3,19.2,,,,,,,,
286.3,200.9,0,144.7,11.2,1004.6,803.7,56,72.99,,,,,,,,
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77,,,,,,,,
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,,,,,,,,
238.1,0,94.1,186.7,7,949.9,847,3,19.93,,,,,,,,
251.4,0,118.3,188.5,6.4,1028.4,757.7,14,24.43,,,,,,,,
387,20,94,157,13.9,938,845,56,47.97,,,,,,,,
531.3,0,0,141.8,28.2,852.1,893.7,7,46.9,,,,,,,,
304,76,0,228,0,932,670,180,50.95,,,,,,,,
525,0,0,189,0,1125,613,90,58.78,,,,,,,,
145,116,119,184,5.7,833,880,28,29.16,,,,,,,,
212,141.3,0,203.5,0,973.4,750,3,6.81,,,,,,,,
374,189.2,0,170.1,10.1,926.1,756.7,7,46.2,,,,,,,,
165,0,150,182,12,1023,729,28,18.03,,,,,,,,
424,22,132,168,8.9,822,750,28,72.1,,,,,,,,
150,236.8,0,173.8,11.9,1069.3,674.8,28,37.43,,,,,,,,
212,141.3,0,203.5,0,973.4,750,7,15.03,,,,,,,,
272.8,181.9,0,185.7,0,1012.4,714.3,7,19.77,,,,,,,,
284,15,141,179,5.5,842,801,28,43.73,,,,,,,,
116,173,0,192,0,909.8,891.9,3,6.28,,,,,,,,
260,101,78,171,10,936,763,28,49.77,,,,,,,,
376,0,0,214.6,0,1003.5,762.4,28,31.97,,,,,,,,
379.5,151.2,0,153.9,15.9,1134.3,605,7,47.1,,,,,,,,
233.8,0,94.6,197.9,4.6,947,852.2,56,27.66,,,,,,,,
181.9,272.8,0,185.7,0,1012.4,714.3,28,27.94,,,,,,,,
500,0,0,200,0,1125,613,90,47.22,,,,,,,,
167,75.4,167,164,7.9,1007.3,770.1,14,32.9,,,,,,,,
212.6,0,100.4,159.4,10.4,1003.8,903.8,3,13.33,,,,,,,,
297.2,0,117.5,174.8,9.5,1022.8,753.5,28,47.4,,,,,,,,
153.1,145,113,178.5,8,1001.9,688.7,28,25.56,,,,,,,,
173,116,0,192,0,946.8,856.8,28,24.28,,,,,,,,
525,0,0,189,0,1125,613,7,42.42,,,,,,,,
289,0,0,192,0,913.2,895.3,28,25.57,,,,,,,,
228,342.1,0,185.7,0,955.8,674.3,28,39.7,,,,,,,,
182,45.2,122,170.2,8.2,1059.4,780.7,56,43.5,,,,,,,,
144,136,106,178,7,941,774,28,26.14,,,,,,,,
155,183,0,193,9,1047,697,28,18.28,,,,,,,,
251.4,0,118.3,188.5,6.4,1028.4,757.7,3,13.12,,,,,,,,
475,118.8,0,181.1,8.9,852.1,781.5,56,72.3,,,,,,,,
190,190,0,228,0,932,670,270,50.66,,,,,,,,
157,236,0,192,0,935.4,781.2,28,33.66,,,,,,,,
355,19,97,145,13.1,967,871,28,44.03,,,,,,,,
202,11,141,206,1.7,942,801,56,23.25,,,,,,,,
446,24,79,162,11.6,967,712,56,55.25,,,,,,,,
425,106.3,0,151.4,18.6,936,803.7,91,66.7,,,,,,,,
362.6,189,0,164.9,11.6,944.7,755.8,7,55.9,,,,,,,,
425,106.3,0,153.5,16.5,852.1,887.1,28,60.29,,,,,,,,
190.7,0,125.4,162.1,7.8,1090,804,100,40.57,,,,,,,,
325,0,0,184,0,1063,783,28,30.57,,,,,,,,
251.4,0,118.3,188.5,6.4,1028.4,757.7,100,44.21,,,,,,,,
525,0,0,189,0,1125,613,180,61.92,,,,,,,,
212.5,0,100.4,159.3,8.7,1007.8,903.6,56,42.55,,,,,,,,
149,236,0,176,13,847,893,28,32.96,,,,,,,,
375,93.8,0,126.6,23.4,852.1,992.6,56,60.2,,,,,,,,
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,,,,,,,,
165,0,143.6,163.8,0,1005.6,900.9,56,36.56,,,,,,,,
168,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75,,,,,,,,
157,214,152,200,9,819,704,28,33.05,,,,,,,,
272.6,0,89.6,198.7,10.6,931.3,762.2,28,32.25,,,,,,,,
251.8,0,99.9,146.1,12.4,1006,899.8,100,45.37,,,,,,,,
322,0,0,203,0,974,800,28,25.18,,,,,,,,
238.1,0,0,185.7,0,1118.8,789.3,7,10.34,,,,,,,,
424,22,132,168,8.9,822,750,56,74.36,,,,,,,,
339,0,0,197,0,968,781,180,36.45,,,,,,,,
331,0,0,192,0,978,825,3,13.52,,,,,,,,
133.1,210.2,0,195.7,3.1,949.4,795.3,28,28.94,,,,,,,,
212.1,0,121.6,180.3,5.7,1057.6,779.3,28,24.9,,,,,,,,
165,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72,,,,,,,,
145,0,134,181,11,979,812,28,13.2,,,,,,,,
277,0,0,191,0,968,856,3,11.36,,,,,,,,
339,0,0,197,0,968,781,365,38.89,,,,,,,,
143.6,0,174.9,158.4,17.9,942.7,844.5,28,15.42,,,,,,,,
210.7,316.1,0,185.7,0,977,689.3,7,21.82,,,,,,,,
362.6,189,0,164.9,11.6,944.7,755.8,56,77.3,,,,,,,,
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4,,,,,,,,
305.3,203.5,0,203.5,0,965.4,631,3,14.14,,,,,,,,
166.1,0,163.3,176.5,4.5,1058.6,780.1,100,33.54,,,,,,,,
500,0,0,151,9,1033,655,28,69.84,,,,,,,,
475,0,0,228,0,932,594,7,38.6,,,,,,,,
229.7,0,118.2,195.2,6.1,1028.1,757.6,100,40.86,,,,,,,,
439,177,0,186,11.1,884.9,707.9,7,56.1,,,,,,,,
393,0,0,192,0,940,758,3,19.11,,,,,,,,
238.1,0,94.1,186.7,7,949.9,847,28,30.23,,,,,,,,
491,26,123,201,3.9,822,699,56,61.86,,,,,,,,
491,26,123,210,3.9,882,699,56,59.59,,,,,,,,
388.6,97.1,0,157.9,12.1,852.1,925.7,56,55.2,,,,,,,,
295.8,0,0,185.7,0,1091.4,769.3,7,14.84,,,,,,,,
250,0,95.7,187.4,5.5,956.9,861.2,56,38.33,,,,,,,,
339,0,0,197,0,968,781,14,27.04,,,,,,,,
332.5,142.5,0,228,0,932,594,180,39.78,,,,,,,,
167,75.4,167,164,7.9,1007.3,770.1,3,15.52,,,,,,,,
380,95,0,228,0,932,594,180,40.76,,,,,,,,
380,0,0,228,0,932,670,270,53.3,,,,,,,,
288,121,0,177,7,908,829,28,42.13,,,,,,,,
212.6,0,100.4,159.4,10.4,1003.8,903.8,100,47.74,,,,,,,,
200,133,0,192,0,965.4,806.2,90,43.25,,,,,,,,
387,20,94,157,13.9,938,845,3,25.51,,,,,,,,
296,0,0,186,0,1090,769,7,18.91,,,,,,,,
322.2,0,115.6,196,10.4,817.9,813.4,28,31.18,,,,,,,,
251.4,0,118.3,188.5,5.8,1028.4,757.7,14,29.93,,,,,,,,
446,24,79,162,11.6,967,712,3,35.36,,,,,,,,
304,76,0,228,0,932,670,270,54.38,,,,,,,,
310,0,0,192,0,1012,830,3,11.85,,,,,,,,
405,0,0,175,0,1120,695,28,52.3,,,,,,,,
321,164,0,190,5,870,774,28,57.21,,,,,,,,
275,0,0,183,0,1088,808,7,14.2,,,,,,,,
149,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52,,,,,,,,
186.2,124.1,0,185.7,0,1083.4,764.3,7,8,,,,,,,,
446,24,79,162,11.6,967,712,7,39.3,,,,,,,,
401.8,94.7,0,147.4,11.4,946.8,852.1,7,54.1,,,,,,,,
331,0,0,192,0,1025,821,3,14.31,,,,,,,,
198.6,132.4,0,192,0,978.4,825.5,180,41.72,,,,,,,,
222.4,0,96.7,189.3,4.5,967.1,870.3,100,40.71,,,,,,,,
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55,,,,,,,,
255,0,0,192,0,889.8,945,28,18.75,,,,,,,,
255.3,98.8,77,188.6,6.5,919,749.3,28,33.8,,,,,,,,
322,0,116,196,10,818,813,28,31.18,,,,,,,,
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.42,,,,,,,,
480,0,0,192,0,936.2,712.2,3,24.4,,,,,,,,
250,0,95.7,191.8,5.3,948.9,857.2,3,8.49,,,,,,,,
190.7,0,125.4,162.1,7.8,1090,804,28,26.4,,,,,,,,
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,,,,,,,,
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,,,,,,,,
385,0,136,158,20,903,768,28,55.55,,,,,,,,
307,0,0,193,0,968,812,3,12.54,,,,,,,,
295.7,0,95.6,171.5,8.9,955.1,859.2,28,39.94,,,,,,,,
246.8,0,125.1,143.3,12,1086.8,800.9,3,23.52,,,,,,,,
525,0,0,189,0,1125,613,28,55.94,,,,,,,,
250,0,0,182,0,1100,820,7,12.73,,,,,,,,
251.4,0,118.3,192.9,5.8,1043.6,754.3,56,39.27,,,,,,,,
540,0,0,173,0,1125,613,14,59.76,,,,,,,,
190.3,0,125.2,166.6,9.9,1079,798.9,28,24.85,,,,,,,,
387,20,94,157,14.3,938,845,7,36.84,,,,,,,,
173,116,0,192,0,946.8,856.8,7,11.39,,,,,,,,
166.1,0,163.3,176.5,4.5,1058.6,780.1,56,28.63,,,,,,,,
310,0,0,192,0,970,850,28,27.92,,,,,,,,
254,0,0,198,0,968,863,3,9.31,,,,,,,,
190.3,0,125.2,161.9,9.9,1088.1,802.6,14,22.72,,,,,,,,
145,0,179,202,8,824,869,28,10.54,,,,,,,,
277.1,0,97.4,160.6,11.8,973.9,875.6,3,23.14,,,,,,,,
289,0,0,192,0,913.2,895.3,3,11.65,,,,,,,,
339.2,0,0,185.7,0,1069.2,754.3,28,31.9,,,,,,,,
200,0,0,180,0,1125,845,7,7.84,,,,,,,,
295.8,0,0,185.7,0,1091.4,769.3,28,25.22,,,,,,,,
230,0,118.3,195.5,4.6,1029.4,758.6,14,20.08,,,,,,,,
